,x,y,z
69,861.8333333333334,285.8333333333333,64.0
70,861.5555555555555,260.3888888888889,63.166666666666664
71,863.8235294117648,267.3529411764706,61.94117647058823
72,865.5,280.92857142857144,60.285714285714285
73,863.0,230.33333333333334,62.5
74,873.2,380.6,54.0
75,865.6666666666666,257.77777777777777,60.333333333333336
76,869.2941176470588,253.11764705882354,57.1764705882353
77,871.8,286.93333333333334,54.93333333333333
78,872.2727272727273,260.45454545454544,54.90909090909091
79,877.3333333333334,340.77777777777777,50.44444444444444
80,879.0370370370371,334.48148148148147,49.48148148148148
81,830.1875,305.1875,89.0
82,835.3333333333334,351.53333333333336,86.26666666666667
83,836.6923076923077,352.6923076923077,84.57692307692308
84,839.7826086956521,332.9130434782609,81.82608695652173
85,837.5925925925926,291.18518518518516,83.66666666666667
86,844.0,358.0,80.0
87,836.9583333333334,272.2916666666667,83.54166666666667
88,844.2173913043479,348.69565217391306,78.47826086956522
89,838.5555555555555,267.72222222222223,82.44444444444444
90,841.625,273.375,80.1875
